"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"90471","New Haven Fire Department","362 Center ST",,"New Haven","KY","40051",,,"PO Box 188","New Haven","KY","40051-0188","502-348-3600","502-549-5070","NELSON                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","28","0","0","16",
"90472","New Hope Volunteer Fire Department","900 Holy Cross RD",,"New Haven","KY","40051","900 Holy Cross RD",,"","New Haven","KY","40051","502-549-6017",,"NELSON                   ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","17","0","0","0",
"94488","New Liberty Volunteer Fire Department","180 Highway 36",,"New Liberty","KY","40355",,,"PO Box 2","New Liberty","KY","40355-0002","502-463-2618","502-463-2619","OWEN                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","16","0","0","0","false"
"19088","Newport Fire/EMS","998 Monmouth ST",,"Newport","KY","41071-2115","998 Monmouth ST",,"","Newport","KY","41071-2115","859-292-3616","859-292-3636","CAMPBELL                 ","Career","Local (includes career, combination, and volunteer)","https://www.newportky.gov/","2","37","0","0","1","0","true"
"51254","Niagara Volunteer Fire Department","15828 Highway 136 E",,"Henderson","KY","42420","15828 Highway 136 E",,"","Henderson","KY","42420-9520","270-321-2555",,"HENDERSON                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","15","0","0","10","true"
"57304","Nicholasville Fire Department","1022 S Main ST",,"Nicholasville","KY","40356-2154","1022 S Main ST",,"","Nicholasville","KY","40356-2154","859-885-5505","859-887-2713","JESSAMINE                ","Career","Local (includes career, combination, and volunteer)",,"3","48","0","0","1","0","false"
"15069","Nichols Fire District","4706 HWY 44 W",,"Shepherdsville","KY","40165-9733","4706 HWY 44 W",,"","Shepherdsville","KY","40165-9733","502-543-3974",,"BULLITT                  ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"4","2","30","0","0","0",
"42886","North Graves Volunteer Fire Department","11176 Hopewell RD",,"Boaz","KY","42027","7877 Hopewell RD",,"","Boaz","KY","42027","270-658-3542","270-658-3497","GRAVES                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","10",
"77947","North Magoffin Volunteer Fire Department","4845 Coon Creek RD",,"Salyersville","KY","41465","4845 Coon Creek RD",,"","Salyersville","KY","41465","606-349-7777","606-349-7777","MAGOFFIN                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"74427","North McCreary Fire Protection District","874 Wilborg Loop RD",,"Parkers Lake","KY","42634-9250",,,"PO Box 162","Parkers Lake","KY","42634-9250","606-376-8382","606-376-3907","MCCREARY                 ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","31","0","0","2",
"85713","North Metcalfe Volunteer Fire Department, Inc.","498 Center-Peggyville RD","PO Box 48","Center","KY","42214",,,"PO Box 48","Center","KY","42214-0048","270-565-4181","270-565-2122","METCALFE                 ","Volunteer","Local (includes career, combination, and volunteer)","https://northmetcalfe.com/","2","0","35","0","15","20","false"
"09038","North Middletown Volunteer Fire Department","223 Church ST","PO Box 69","North Middletown","KY","40357",,,"PO Box 69","North Middletown","KY","40357-0069","859-362-7007","859-362-7052","BOURBON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","0","false"
"93483","North Oldham Fire Protection District","1660 S HWY 1793",,"Goshen","KY","40026",,,"PO Box 3","Goshen","KY","40026-0003","502-228-1447","502-228-3195","OLDHAM                   ","Mostly volunteer","Local (includes career, combination, and volunteer)","https://www.nofd.org/","2","3","10","45","1","0","true"
"90470","Northeast Nelson Fire Department","139 Perry ST","PO Box 333","Bloomfield","KY","40008","139 Perry ST",,"PO Box 333","Bloomfield","KY","40008","502-252-5301",,"NELSON                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","1","25","0","1","1",
"49686","Northern Harrison Rural Fire Department","683 Durbintown RD","PO Box 218","Berry","KY","41003-0218","683 Durbintown RD",,"PO Box 218","Berry","KY","41003-0218","859-234-9619",,"HARRISON                 ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","24","0","0","0",
"96494","Northern Pendleton County Fire District","5900 KY Highway 154",,"Butler","KY","41006-9005","5900 KY Highway 154",,"","Butler","KY","41006-9005","859-472-5127","859-472-5128","PENDLETON                ","Mostly career","Local (includes career, combination, and volunteer)","https://npvfd.org/","2","22","15","0","0","3","false"
"22106","Norton Branch Volunteer Fire Department","1570 ST HWY 1654",,"Rush","KY","41168",,,"PO Box 98","Rush","KY","41168-0098","606-474-7433",,"CARTER                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","12","0","0","0","true"
"54269","Nortonville Fire Department","199 S Main ST",,"Nortonville","KY","42442","199 S Main ST",,"","Nortonville","KY","42442","270-676-3384","270-676-7067","HOPKINS                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","20","0","0","0",
"24118","Oak Grove Fire and Emergency Services","553 Thompsonville LN",,"Oak Grove","KY","42262",,,"PO Box 250","Oak Grove","KY","42262-0250","270-439-4941",,"CHRISTIAN                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","35","0","0","0","true"
"B7604","Oak Grove Fire Department","4613 Cumberland Falls HWY","PO Box 378","Corbin","KY","40702-0378","4613 Cumberland Falls HWY",,"PO Box 378","Corbin","KY","40702-0378","606-528-3362","606-523-0591","WHITLEY                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","45","0","0","0",
"58306","Oil Springs Volunteer Fire Department","81 Wildcat DR",,"Oil Springs","KY","41238",,,"PO Box 200","Oil Springs","KY","41238-0200","606-297-4600","606-297-4600","JOHNSON                  ","Volunteer","Local (includes career, combination, and volunteer)",,"2","0","32","0","0","0","false"
"56294","Okolona Fire Department","8501 Preston HWY",,"Louisville","KY","40219","8501 Preston HWY",,"","Louisville","KY","40219-5301","502-964-5111","502-966-8388","JEFFERSON                ","Mostly career","Local (includes career, combination, and volunteer)","https://www.okolonafire.org/","3","88","9","0","2","0","true"
"22105","Olive Hill Fire Department","395 Tygart ST",,"Olive Hill","KY","41164",,,"PO Box 668","Olive Hill","KY","41164","606-286-2211","606-286-0531","CARTER                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","1","39","0","0","0",
"71759","Olmstead Fire Department","107 Kenny Stratton RD",,"Olmstead","KY","42265-9101","107 Kenny Stratton RD",,"","Olmstead","KY","42265-9101","270-725-8839",,"LOGAN                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","13","0","0","0",
"06964","Olympian Springs Volunteer Fire Department","4085 Mudlick RD",,"Olympia","KY","40358",,,"PO Box 92","Olympia","KY","40358-0092","606-768-2777","606-768-2777","BATH                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","0","false"
"26659","Oneida Fire Department","R1","PO Box 472","Oneida","KY","40972","14299 N HWY 421",,"","Manchester","KY","40962","606-847-4220",,"CLAY                     ","Volunteer","State government",,"1","0","20","0","0","1",
"81827","Orangeburg Fire Department","8002 Day Pike",,"Maysville","KY","41056","8002 Day Pike",,"","Maysville","KY","41056-9227","606-759-5834",,"MASON                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","22","0","0","0","false"
"94489","Owen County Volunteer Fire Department","406 S Main ST",,"Owenton","KY","40359-3034","406 S Main ST",,"","Owenton","KY","40359-3034","502-484-2131","502-484-1001","OWEN                     ","Volunteer","Local (includes career, combination, and volunteer)","https://www.owencountyemergencyservices.com/","1","0","22","0","0","0","false"
"30140","Owensboro Fire Department","512 W 9TH ST",,"Owensboro","KY","42301-2140","512 W 9TH ST",,"","Owensboro","KY","42301-2140","270-687-8408","270-687-8403","DAVIESS                  ","Career","Local (includes career, combination, and volunteer)","https://www.owensborofire.org/","5","93","0","0","1","0","false"
"94490","Owenton Volunteer Fire Department","404 S Main ST",,"Owenton","KY","40359-3034","404 S Main ST",,"","Owenton","KY","40359-3034","502-484-2131","502-484-1001","OWEN                     ","Volunteer","Local (includes career, combination, and volunteer)","https://www.owencountyemergencyservices.com/","1","0","22","0","0","0","false"
"06019","Owingsville Volunteer Fire Department","19 Goodpaster AVE",,"Owingsville","KY","40360",,,"PO Box 767","Owingsville","KY","40360","606-674-2311",,"BATH                     ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","40","0","0","0",
"73423","Paducah Fire Department","301 Washington ST",,"Paducah","KY","42003","301 Washington ST",,"","Paducah","KY","42003","270-444-8521","270-444-8580","MCCRACKEN                ","Career","Local (includes career, combination, and volunteer)","https://www.ci.paducah.ky.us","5","73","0","0","3","0",
"73426","Paduchah Airport Corp","2901 Fisher RD","PO Box 1131","Paducah","KY","42002-1131","2901 Fisher RD","PO Box 1131","","Paducah","KY","42002-1131","270-744-0521","270-744-0522","MCCRACKEN                ","Career","Transportation authority or airport fire department",,"1","5","0","0","1","0",
"58307","Paintsville Fire-Rescue-EMS","116 Main ST",,"Paintsville","KY","41240-1162","116 Main ST",,"","Paintsville","KY","41240-1162","606-789-7376","606-789-7376","JOHNSON                  ","Mostly career","Local (includes career, combination, and volunteer)",,"2","22","8","8","0","0","false"
"09039","Paris Fire Department","525 High Street","313 High Street","Paris","KY","40361","525 High Street","313 High Street","","Paris","KY","40361","859-987-2120","859-987-2133","BOURBON                  ","Mostly career","Local (includes career, combination, and volunteer)","","2","32","0","10","0","0",
"59323","Park Hills Volunteer Fire Department","1106 Amsterdam RD",,"Park Hills","KY","41011-2047","1106 Amsterdam RD",,"","Park Hills","KY","41011-2047","859-431-4333","859-261-3344","KENTON                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.parkhillsfire.com/Pages/default.aspx","1","0","18","6","0","0","false"
"00619","Parkers Mill Volunteer Fire Department","299 Heritage DR","","Somerset","KY","42501","299 Heritage DR","","","Somerset","KY","42501","606-679-7598","606-676-0878","PULASKI                  ","Volunteer","Local (includes career, combination, and volunteer)","","2","0","24","0","0","0",
"B7811","Patterson Creek Volunteer Fire and Rescue","4088 HWY 904",,"Williamsburg","KY","40769",,,"PO Box 2024","Williamsburg","KY","40769","606-549-5314",,"WHITLEY                  ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","17","0","0","0",
"82442","Payneville Fire Department","5310 Payneville RD",,"Payneville","KY","40157",,,"PO Box 11","Payneville","KY","40157","270-496-4155","270-496-4162","MEADE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","25","0","0","0",
"88872","Peddler Gap Volunteer Fire Department","7863 Highway 437",,"West Liberty","KY","41472","7863 Highway 437",,"","West Liberty","KY","41472","606-522-4776",,"MORGAN                   ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","18","0","0","10","false"
"24116","Pembroke Volunteer Fire Department","118 Maple ST",,"Pembroke","KY","42266",,,"PO Box 337","Pembroke","KY","42266-0337","270-475-4144",,"CHRISTIAN                ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","24","0","0","6","true"
"11051","Perryville Fire Department","206 S Buell ST",,"Perryville","KY","40468",,,"PO Box 95","Perryville","KY","40468-0095","859-332-8361","859-332-7682","BOYLE                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","0","26","0","1","false"
"08031","Petersburg Fire Protection District","3018 Second","PO Box 68","Petersburg","KY","41080-0068","3018 Second","PO Box 68","","Petersburg","KY","41080-0068","859-586-6610","859-586-4688","BOONE                    ","Volunteer","Local (includes career, combination, and volunteer)","","1","0","14","0","0","0",
"93484","Pewee Valley Fire Protection District","8607 Foley AVE","PO Box  581","Pewee Valley","KY","40056","8607 Foley AVE","PO Box  581","","Pewee Valley","KY","40056","502-241-0025","502-243-3630","OLDHAM                   ","Volunteer","Local (includes career, combination, and volunteer)","https://www.pvfd.org","1","0","35","0","0","10",
"98505","Phelps Volunteer Fire and Rescue","ST HWY 632 E","PO Box 911","Phelps","KY","41553","ST HWY 632 E",,"PO Box 911","Phelps","KY","41553","606-456-3642","606-456-3642","PIKE                     ","Volunteer","Local (includes career, combination, and volunteer)",,"3","0","21","0","0","4",
"98506","Pikeville Fire & Ambulance Service","104 Chloe RD",,"Pikeville","KY","41501-1514","104 Chloe RD",,"","Pikeville","KY","41501-1514","606-437-5120","606-432-4262","PIKE                     ","Mostly career","Other","https://pikevilleky.gov/fire-department/","3","28","12","0","1","0","false"
"59324","Piner-Fiskburg Fire District","1851 Bracht Piner RD",,"Morning View","KY","41063","1851 Bracht Piner RD",,"","Morning View","KY","41063-9650","859-356-6916","859-356-7111","KENTON                   ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","11","22","0","0","0","false"
"07024","Pineville Volunteer Fire Department","205 Virginia AVE","PO Box 111","Pineville","KY","40977-0111",,,"PO Box 111","Pineville","KY","40977-0111","606-337-7000",,"BELL                     ","Mostly volunteer","Local (includes career, combination, and volunteer)",,"1","6","25","0","0","4",
"60614","Pippa Passes Volunteer Fire Department","16 Service DR","PO Box 218","Pippa Passes","KY","41844-0218",,,"PO Box 218","Pippa Passes","KY","41844-0218","606-368-2702",,"KNOTT                    ","Volunteer","Local (includes career, combination, and volunteer)",,"1","0","14","0","0","0",
